2019-10-20 23:15:13,166: 'a'
2019-10-20 23:15:13,652: 'a'
2019-10-20 23:15:13,682: 'a'
2019-10-20 23:15:13,711: 'a'
2019-10-20 23:15:13,742: 'a'
2019-10-20 23:15:13,770: 'a'
2019-10-20 23:15:13,799: 'a'
2019-10-20 23:15:13,830: 'a'
2019-10-20 23:15:13,859: 'a'
2019-10-20 23:15:13,889: 'a'
2019-10-20 23:15:13,919: 'a'
2019-10-20 23:15:13,949: 'a'
2019-10-20 23:15:13,978: 'a'
2019-10-20 23:15:14,009: 'a'
2019-10-20 23:15:14,038: 'a'
2019-10-20 23:15:14,068: 'a'
2019-10-20 23:15:14,097: 'a'
2019-10-20 23:15:14,128: 'a'
2019-10-20 23:15:14,158: 'a'
2019-10-20 23:15:14,188: 'a'
2019-10-20 23:15:14,217: 'a'
2019-10-20 23:15:14,246: 'a'
2019-10-20 23:15:14,276: 'a'
2019-10-20 23:15:14,305: 'a'
2019-10-20 23:15:14,336: 'a'
2019-10-20 23:15:14,365: 'a'
2019-10-20 23:15:14,396: 'a'
2019-10-20 23:15:14,425: 'a'
2019-10-20 23:15:14,454: 'a'
2019-10-20 23:15:14,484: 'a'
2019-10-20 23:15:14,515: 'a'
2019-10-20 23:15:14,544: 'a'
2019-10-20 23:15:14,576: 'a'
2019-10-20 23:15:14,604: 'a'
2019-10-20 23:15:14,633: 'a'
2019-10-20 23:15:14,663: 'a'
2019-10-20 23:15:14,693: 'a'
2019-10-20 23:15:14,722: 'a'
2019-10-20 23:15:14,752: 'a'
2019-10-20 23:15:14,781: 'a'
2019-10-20 23:15:14,812: 'a'
2019-10-20 23:15:14,842: 'a'
2019-10-20 23:15:14,870: 'a'
2019-10-20 23:15:14,900: 'a'
2019-10-20 23:15:14,929: 'a'
2019-10-20 23:15:14,961: 'a'
2019-10-20 23:15:14,990: 'a'
2019-10-20 23:15:15,019: 'a'
2019-10-20 23:15:15,048: 'a'
2019-10-20 23:15:15,079: 'a'
2019-10-20 23:15:15,108: 'a'
2019-10-20 23:15:15,137: 'a'
2019-10-20 23:15:15,167: 'a'
2019-10-20 23:15:15,197: 'a'
2019-10-20 23:15:15,227: 'a'
2019-10-20 23:15:15,256: 'a'
2019-10-20 23:15:15,287: 'a'
2019-10-20 23:15:15,316: 'a'
2019-10-20 23:15:15,345: 'a'
2019-10-20 23:15:15,376: 'a'
2019-10-20 23:15:15,405: 'a'
2019-10-20 23:15:15,435: 'a'
2019-10-20 23:15:15,466: 'a'
2019-10-20 23:15:15,495: 'a'
2019-10-20 23:15:15,524: 'a'
2019-10-20 23:15:15,554: 'a'
2019-10-20 23:15:15,584: 'a'
2019-10-20 23:15:15,614: 'a'
2019-10-20 23:15:15,642: 'a'
2019-10-20 23:15:15,672: 'a'
2019-10-20 23:15:15,703: 'a'
2019-10-20 23:15:15,732: 'a'
2019-10-20 23:15:15,763: 'a'
2019-10-20 23:15:15,792: 'a'
2019-10-20 23:15:15,821: 'a'
2019-10-20 23:15:15,851: 'a'
2019-10-20 23:15:15,881: 'a'
2019-10-20 23:15:15,911: 'a'
2019-10-20 23:15:15,942: 'a'
2019-10-20 23:15:15,971: 'a'
2019-10-20 23:15:16,000: 'a'
2019-10-20 23:15:16,030: 'a'
2019-10-20 23:15:16,060: 'a'
2019-10-20 23:15:16,090: 'a'
2019-10-20 23:15:16,119: 'a'
2019-10-20 23:15:16,150: 'a'
2019-10-20 23:15:16,179: 'a'
2019-10-20 23:15:16,208: 'a'
2019-10-20 23:15:16,238: 'a'
2019-10-20 23:15:16,268: 'a'
2019-10-20 23:15:16,298: 'a'
2019-10-20 23:15:16,327: 'a'
2019-10-20 23:15:16,357: 'a'
2019-10-20 23:15:16,387: 'a'
2019-10-20 23:15:16,416: 'a'
2019-10-20 23:15:16,446: 'a'
2019-10-20 23:15:16,476: 'a'
2019-10-20 23:15:16,505: 'a'
2019-10-20 23:15:16,535: 'a'
2019-10-20 23:15:16,564: 'a'
2019-10-20 23:15:16,593: 'a'
2019-10-20 23:15:16,622: 'a'
2019-10-20 23:15:16,652: 'a'
2019-10-20 23:15:16,681: 'a'
2019-10-20 23:15:16,710: 'a'
2019-10-20 23:15:16,741: 'a'
2019-10-20 23:15:16,770: 'a'
2019-10-20 23:15:16,801: 'a'
2019-10-20 23:15:16,831: 'a'
2019-10-20 23:15:16,861: 'a'
2019-10-20 23:15:16,889: 'a'
2019-10-20 23:15:16,920: 'a'
2019-10-20 23:15:16,949: 'a'
2019-10-20 23:15:16,979: 'a'
2019-10-20 23:15:17,008: 'a'
2019-10-20 23:15:17,039: 'a'
2019-10-20 23:15:17,068: 'a'
2019-10-20 23:15:17,097: 'a'
2019-10-20 23:15:17,346: Button.left
2019-10-20 23:15:17,434: Button.left
2019-10-20 23:15:19,408: Key.alt_l
2019-10-20 23:15:19,466: Key.tab
2019-10-20 23:15:20,340: Key.tab
2019-10-20 23:15:20,551: Key.tab
2019-10-20 23:15:20,797: Key.tab
2019-10-20 23:15:21,127: Key.tab
2019-10-20 23:15:21,331: Key.tab
2019-10-20 23:15:22,786: Button.left
2019-10-20 23:15:23,601: Key.ctrl_l
2019-10-20 23:15:23,863: Key.alt_l
2019-10-20 23:15:23,879: 'x'
2019-10-20 23:15:24,223: Key.alt_l
2019-10-20 23:15:24,456: Key.delete
