2019-10-20 22:49:33,579: Button.left
2019-10-20 22:49:33,795: Button.left
2019-10-20 22:49:34,451: Button.left
2019-10-20 22:49:34,563: Button.left
2019-10-20 22:49:36,131: Button.left
2019-10-20 22:49:36,615: Key.alt_l
2019-10-20 22:49:36,666: Key.tab
2019-10-20 22:49:37,431: Key.tab
2019-10-20 22:51:21,544: 'v'
2019-10-20 22:51:21,690: 'v'
2019-10-20 22:51:21,887: 'g'
2019-10-20 22:51:22,049: 'h'
2019-10-20 22:51:22,387: 'i'
2019-10-20 22:51:23,283: Button.left
2019-10-20 22:51:23,403: Button.left
2019-10-20 22:51:23,987: Button.left
2019-10-20 22:51:24,059: Key.tab
2019-10-20 22:51:24,547: Key.tab
2019-10-20 22:51:24,574: Key.tab
2019-10-20 22:51:24,603: Key.tab
2019-10-20 22:51:24,634: Key.tab
2019-10-20 22:51:24,666: Key.tab
2019-10-20 22:51:24,696: Key.tab
2019-10-20 22:51:24,723: Key.tab
2019-10-20 22:51:24,753: Key.tab
2019-10-20 22:51:24,782: Key.tab
2019-10-20 22:51:24,815: Key.tab
2019-10-20 22:51:24,842: Key.tab
2019-10-20 22:51:24,870: Key.tab
2019-10-20 22:51:24,902: Key.tab
2019-10-20 22:51:24,932: Key.tab
2019-10-20 22:51:24,963: Key.tab
2019-10-20 22:51:24,990: Key.tab
2019-10-20 22:51:25,020: Key.tab
2019-10-20 22:51:25,050: Key.tab
2019-10-20 22:51:25,080: Key.tab
2019-10-20 22:51:25,108: Key.tab
2019-10-20 22:51:25,138: Key.tab
2019-10-20 22:51:25,168: Key.tab
2019-10-20 22:51:25,197: Key.tab
2019-10-20 22:51:25,230: Key.tab
2019-10-20 22:51:25,257: Key.tab
2019-10-20 22:51:25,287: Key.tab
2019-10-20 22:51:25,317: Key.tab
2019-10-20 22:51:25,346: Key.tab
2019-10-20 22:51:25,379: Key.tab
2019-10-20 22:51:25,406: Key.tab
2019-10-20 22:51:25,436: Key.tab
2019-10-20 22:51:25,465: Key.tab
2019-10-20 22:51:25,496: Key.tab
2019-10-20 22:51:25,526: Key.tab
2019-10-20 22:51:25,554: Key.tab
2019-10-20 22:51:25,585: Key.tab
2019-10-20 22:51:25,615: Key.tab
2019-10-20 22:51:25,647: Key.tab
2019-10-20 22:51:25,674: Key.tab
2019-10-20 22:51:25,704: Key.tab
2019-10-20 22:51:25,733: Key.tab
2019-10-20 22:51:25,762: Key.tab
2019-10-20 22:51:25,796: Key.tab
2019-10-20 22:51:25,822: Key.tab
2019-10-20 22:51:25,852: Key.tab
2019-10-20 22:51:25,882: Key.tab
2019-10-20 22:51:25,912: Key.tab
2019-10-20 22:51:25,941: Key.tab
2019-10-20 22:51:25,970: Key.tab
2019-10-20 22:51:26,001: Key.tab
2019-10-20 22:51:26,030: Key.tab
2019-10-20 22:51:26,062: Key.tab
2019-10-20 22:51:26,090: Key.tab
2019-10-20 22:51:26,120: Key.tab
2019-10-20 22:51:26,149: Key.tab
2019-10-20 22:51:26,179: Key.tab
2019-10-20 22:51:26,214: Key.tab
2019-10-20 22:51:26,238: Key.tab
2019-10-20 22:51:26,267: Key.tab
2019-10-20 22:51:26,298: Key.tab
2019-10-20 22:51:26,328: Key.tab
2019-10-20 22:51:26,357: Key.tab
2019-10-20 22:51:26,387: Key.tab
2019-10-20 22:51:26,417: Key.tab
2019-10-20 22:51:26,447: Key.tab
2019-10-20 22:51:26,480: Key.tab
2019-10-20 22:51:26,506: Key.tab
2019-10-20 22:51:26,534: Key.tab
2019-10-20 22:51:26,565: Key.tab
2019-10-20 22:51:26,596: Key.tab
2019-10-20 22:51:26,627: Key.tab
2019-10-20 22:51:26,653: Key.tab
2019-10-20 22:51:26,684: Key.tab
2019-10-20 22:51:26,714: Key.tab
2019-10-20 22:51:26,746: Key.tab
2019-10-20 22:51:26,773: Key.tab
2019-10-20 22:51:26,804: Key.tab
2019-10-20 22:51:26,833: Key.tab
2019-10-20 22:51:26,863: Key.tab
2019-10-20 22:51:26,896: Key.tab
2019-10-20 22:51:26,922: Key.tab
2019-10-20 22:51:26,952: Key.tab
2019-10-20 22:51:26,981: Key.tab
2019-10-20 22:51:27,015: Key.tab
2019-10-20 22:51:27,042: Key.tab
2019-10-20 22:51:27,070: Key.tab
2019-10-20 22:51:27,101: Key.tab
2019-10-20 22:51:27,130: Key.tab
2019-10-20 22:51:27,163: Key.tab
2019-10-20 22:51:27,189: Key.tab
2019-10-20 22:51:27,218: Key.tab
2019-10-20 22:51:27,248: Key.tab
2019-10-20 22:51:27,278: Key.tab
2019-10-20 22:51:27,308: Key.tab
2019-10-20 22:51:27,337: Key.tab
2019-10-20 22:51:27,368: Key.tab
2019-10-20 22:51:27,397: Key.tab
2019-10-20 22:51:27,429: Key.tab
2019-10-20 22:51:27,457: Key.tab
2019-10-20 22:51:27,486: Key.tab
2019-10-20 22:51:27,515: Key.tab
2019-10-20 22:51:27,545: Key.tab
2019-10-20 22:51:27,579: Key.tab
2019-10-20 22:51:27,605: Key.tab
2019-10-20 22:51:27,634: Key.tab
2019-10-20 22:51:27,665: Key.tab
2019-10-20 22:51:27,694: Key.tab
2019-10-20 22:51:27,723: Key.tab
2019-10-20 22:51:27,754: Key.tab
2019-10-20 22:51:27,784: Key.tab
2019-10-20 22:51:27,813: Key.tab
2019-10-20 22:51:27,845: Key.tab
2019-10-20 22:51:27,873: Key.tab
2019-10-20 22:51:27,902: Key.tab
2019-10-20 22:51:28,587: Button.left
